"species_id","family","genus","species","id_level","full_id"
1220,"Aspleniaceae","Polybotrya","m1","genus",0
1221,"Aspleniaceae","Polybotrya","m2","genus",0
1222,"Aspleniaceae","Polybotrya","osmundacea","species",1
1223,"Aspleniaceae","Polybotrya","polybotrioides","species",1
1224,"Aspleniaceae","Polybotrya","polybotryoides","species",1
1225,"Aspleniaceae","Polybotrys","appressa","species",1
1226,"Aspleniaceae","Polybotyra","osmundacea","species",1
1227,"Aspleniaceae/","Lomagramma Cf","m1","genus",0
1228,"Aspleniaceae/","Polybotrya","m1","genus",0
1229,"Aspleniasceae","Diplazium","striatastrum","species",1
1230,"Asteraceae","Aequatorium","caramarcense","species",1
1231,"Asteraceae","Baccharis","grandicapitulata","species",1
1232,"Asteraceae","Baccharis","m1","genus",0
1233,"Asteraceae","Baccharis","m2","genus",0
1234,"Asteraceae","Baccharis","trinervis","species",1
1235,"Asteraceae","Barnadesia","m1","genus",0
1236,"Asteraceae","Bidens","m1","genus",0
1237,"Asteraceae","Brachylaena","huitensis","species",1
1238,"Asteraceae","Cfeupatorium","m1","genus",0
1239,"Asteraceae","Clibadium","m1","genus",0
1240,"Asteraceae","Clidemia","caudata","species",1
1241,"Asteraceae","Cnicothamnus","lorentzii","species",1
1242,"Asteraceae","Combretum","luxum","species",1
1243,"Asteraceae","Critonia","eggersii","species",1
1244,"Asteraceae","Critoniopsis","woytkowskii","species",1
1245,"Asteraceae","Dasyphyllum","diacanthoides","species",1
1246,"Asteraceae","Eupatorium","m1","genus",0
1247,"Asteraceae","Eupatorium","m2","genus",0
1248,"Asteraceae","Eupatorium","vitalbae","species",1
1249,"Asteraceae","Grosvenoria","coelocaulis","species",1
1250,"Asteraceae","Grosvenoria","rimbachii","species",1
1251,"Asteraceae","Gynoxys","m1","genus",0
1252,"Asteraceae","Hebeclinium","macrophyllum","species",1
1253,"Asteraceae","Jungia","ferraginea","species",1
1254,"Asteraceae","Jungia","ferruginea","species",1
1255,"Asteraceae","Jungia","paniculata","species",1
1256,"Asteraceae","Koanophyllon","celtidifolia","species",1
1257,"Asteraceae","Lasianthaea","m1","genus",0
1258,"Asteraceae","Lasianthea","fruticosa","species",1
1259,"Asteraceae","Lasiocephalus","m1","genus",0
1260,"Asteraceae","Lepidaploa","myriocephala","species",1
1261,"Asteraceae","Liabum","caducifolium","species",1
1262,"Asteraceae","Liabum","eggersii","species",1
1263,"Asteraceae","Liabum","igniarum","species",1
1264,"Asteraceae","Liabum","m1","genus",0
1265,"Asteraceae","M1","m1","family",0
1266,"Asteraceae","M2","m1","family",0
1267,"Asteraceae","M3","m1","family",0
1268,"Asteraceae","Mikania","?","genus",0
1269,"Asteraceae","Mikania","angularis","species",1
1270,"Asteraceae","Mikania","aristei","species",1
1271,"Asteraceae","Mikania","banisterae","species",1
1272,"Asteraceae","Mikania","banisteriae","species",1
1273,"Asteraceae","Mikania","cf wulfia","species",1
1274,"Asteraceae","Mikania","guaco","species",1
1275,"Asteraceae","Mikania","haenkeana","species",1
1276,"Asteraceae","Mikania","leiostachya","species",1
1277,"Asteraceae","Mikania","m1","genus",0
1278,"Asteraceae","Mikania","m2","genus",0
1279,"Asteraceae","Mikania","m3","genus",0
1280,"Asteraceae","Mikania","m4","genus",0
1281,"Asteraceae","Mikania","szyszylowiczii","species",1
1282,"Asteraceae","Mikania","tonduzii","species",1
1283,"Asteraceae","Munnozia","jussieu","species",1
1284,"Asteraceae","Munnozia","jussieui","species",1
1285,"Asteraceae","Neomirandea","m1","genus",0
1286,"Asteraceae","Oligactis","coriacea","species",1
1287,"Asteraceae","Paragynoxys","m1","genus",0
1288,"Asteraceae","Paragynoxys","martingrantii","species",1
1289,"Asteraceae","Pentacalia","americana","species",1
1290,"Asteraceae","Pentacalia","disciformis","species",1
1291,"Asteraceae","Pentacalia","m1","genus",0
1292,"Asteraceae","Pentacalia","sailapatensii","species",1
1293,"Asteraceae","Piptocarpha","atratoensis","species",1
1294,"Asteraceae","Piptocarpha","m1","genus",0
1295,"Asteraceae","Podocnemium","eminens","species",1
1296,"Asteraceae","Pollalesta","discolor","species",1
1297,"Asteraceae","Pollalesta","m1","genus",0
1298,"Asteraceae","Pseudogynoxys","scabra","species",1
1299,"Asteraceae","Senecio","arboreus","species",1
1300,"Asteraceae","Senecio","m1","genus",0
1301,"Asteraceae","Senecio","m2","genus",0
1302,"Asteraceae","Senecio?","m1","genus",0
1303,"Asteraceae","Terminalia","amazonica","species",1
1304,"Asteraceae","Verbesina","m1","genus",0
1305,"Asteraceae","Verbesina/Senecio","m1","genus",0
1306,"Asteraceae","Vernonia","baccharoides","species",1
1307,"Asteraceae","Vernonia","m1","genus",0
1308,"Asteraceae","Vernonia","patens","species",1
1309,"Asteraceae","Vernonia","triflosculosa","species",1
1310,"Asteraceae","Vernonia?","m1","genus",0
1311,"Asteraceae","Wulffia","baccata","species",1
1312,"Asteraceae","Wulffia","m1","genus",0
1313,"Asteraceae","Wulfia","m1","genus",0
1314,"Asteraceae?","M1","m1","family",0
1315,"Balanopaceae","Balanops","australiana","species",1
1316,"Balanopaceae","Balanops","vieillardii","species",1
1317,"Balanophoraceae","Balanophora","coriacea","species",1
1318,"Basellaceae","Anredera","floribunda?","species",1
1319,"Basellaceae","Anredera","m1","genus",0
1320,"Basellaceae","M1","m1","family",0
1321,"Begoniaceae","Begonia","fruticosa","species",1
1322,"Begoniaceae","Begonia","glabra","species",1
1323,"Begoniaceae","Begonia","m1","genus",0
1324,"Begoniaceae","Begonia","parviflora","species",1
1325,"Begoniaceae","Begonia","praviflora","species",1
1326,"Berberidaceae","Berberis","vulgaris","species",1
1327,"Berberidaceae","Mahonia","leschnaultii","species",1
1328,"Betulaceae","Alnus","acuminata","species",1
1329,"Betulaceae","Alnus","glutinosa","species",1
1330,"Betulaceae","Alnus","rubra","species",1
1331,"Betulaceae","Alnus","serrulata","species",1
1332,"Betulaceae","Betula","alleghaniensis","species",1
1333,"Betulaceae","Betula","allegheniensis","species",1
1334,"Betulaceae","Betula","lenta","species",1
1335,"Betulaceae","Betula","papyrifera","species",1
1336,"Betulaceae","Betula","pendula","species",1
1337,"Betulaceae","Carpinus","betulus","species",1
1338,"Betulaceae","Carpinus","caroliniana","species",1
1339,"Betulaceae","Carpinus","m1","genus",0
1340,"Betulaceae","Carpinus","tropicalis","species",1
1341,"Betulaceae","Corylus","avellana","species",1
1342,"Betulaceae","Ostrya","virginiana","species",1
1343,"Bign0Niaceae","Delostoma","integrifolium","species",1
1344,"Bignonaceae","Stereospermum","euphorbioides","species",1
1345,"Bignoniaceae","Adenocalymma","bracteatum","species",1
1346,"Bignoniaceae","Adenocalymma","cf flavum","species",1
1347,"Bignoniaceae","Adenocalymma","impressum","species",1
1348,"Bignoniaceae","Adenocalymma","marginata","species",1
1349,"Bignoniaceae","Adenocalymma","marginatum?","species",1
1350,"Bignoniaceae","Adenocalymma","paulistarum","species",1
1351,"Bignoniaceae","Adenocalymna","bracteolatum","species",1
1352,"Bignoniaceae","Adenocalymna","grandifolia","species",1
1353,"Bignoniaceae","Adenocalymna","hirtusa","species",1
1354,"Bignoniaceae","Adenocalymna","impressum","species",1
1355,"Bignoniaceae","Adenocalymna","inundatum","species",1
1356,"Bignoniaceae","Adenocalymna","m1","genus",0
1357,"Bignoniaceae","Adenocalymna","magdalenense","species",1
1358,"Bignoniaceae","Adenocalymna","marginatum","species",1
1359,"Bignoniaceae","Adenocalymna","prancei","species",1
1360,"Bignoniaceae","Adenocalymna","purpurascens","species",1
1361,"Bignoniaceae","Adenocalymna","purpurescens","species",1
1362,"Bignoniaceae","Adenocalymna","reductum","species",1
1363,"Bignoniaceae","Adenocalymna","sclerophyllum","species",1
1364,"Bignoniaceae","Adenocalymna","uleanum","species",1
1365,"Bignoniaceae","Amphilophium","ecuadorensis","species",1
1366,"Bignoniaceae","Amphilophium","paniculatum","species",1
1367,"Bignoniaceae","Amphilophium","pannnosum","species",1
1368,"Bignoniaceae","Amphilophium","pannosum","species",1
1369,"Bignoniaceae","Amphitecna","m1","genus",0
1370,"Bignoniaceae","Anemopaegma","cf chrysoleucum","species",1
1371,"Bignoniaceae","Anemopaegma","cf parkeri","species",1
1372,"Bignoniaceae","Anemopaegma","chamberlaynii","species",1
1373,"Bignoniaceae","Anemopaegma","chrysanthum","species",1
1374,"Bignoniaceae","Anemopaegma","chrysoleacum","species",1
1375,"Bignoniaceae","Anemopaegma","chrysolencum","species",1
1376,"Bignoniaceae","Anemopaegma","chrysoleucum","species",1
1377,"Bignoniaceae","Anemopaegma","insculptum","species",1
1378,"Bignoniaceae","Anemopaegma","m1","genus",0
1379,"Bignoniaceae","Anemopaegma","orbiculata","species",1
1380,"Bignoniaceae","Anemopaegma","orbiculatum","species",1
1381,"Bignoniaceae","Anemopaegma","parkeri","species",1
1382,"Bignoniaceae","Anemopaegma","patelliforme","species",1
1383,"Bignoniaceae","Anemopaegma","prostrada","species",1
1384,"Bignoniaceae","Anemopaegma","prostrata","species",1
1385,"Bignoniaceae","Anemopaegma","puberula","species",1
1386,"Bignoniaceae","Anemopaegma","robustum","species",1
1387,"Bignoniaceae","Anemopaegna","m1","genus",0
1388,"Bignoniaceae","Anemopoegma","insculptura/fs","species",1
1389,"Bignoniaceae","Arrabidaea","aff fagoides","species",1
1390,"Bignoniaceae","Arrabidaea","affinis","species",1
1391,"Bignoniaceae","Arrabidaea","bilabiata","species",1
1392,"Bignoniaceae","Arrabidaea","brachypoda","species",1
1393,"Bignoniaceae","Arrabidaea","candicans","species",1
1394,"Bignoniaceae","Arrabidaea","candigera","species",1
1395,"Bignoniaceae","Arrabidaea","caudigera","species",1
1396,"Bignoniaceae","Arrabidaea","cf fanshawri","species",1
1397,"Bignoniaceae","Arrabidaea","cf pearcei","species",1
1398,"Bignoniaceae","Arrabidaea","chica","species",1
1399,"Bignoniaceae","Arrabidaea","chica cf","species",1
1400,"Bignoniaceae","Arrabidaea","cinnamomea","species",1
1401,"Bignoniaceae","Arrabidaea","cinnamomum","species",1
1402,"Bignoniaceae","Arrabidaea","cinnamonea","species",1
1403,"Bignoniaceae","Arrabidaea","conjugata","species",1
1404,"Bignoniaceae","Arrabidaea","corallina","species",1
1405,"Bignoniaceae","Arrabidaea","decorticans","species",1
1406,"Bignoniaceae","Arrabidaea","fagoides","species",1
1407,"Bignoniaceae","Arrabidaea","florida","species",1
1408,"Bignoniaceae","Arrabidaea","inaequalis cf","species",1
1409,"Bignoniaceae","Arrabidaea","japurensis","species",1
1410,"Bignoniaceae","Arrabidaea","m1","genus",0
1411,"Bignoniaceae","Arrabidaea","mollis cf","species",1
1412,"Bignoniaceae","Arrabidaea","mollissima","species",1
1413,"Bignoniaceae","Arrabidaea","mutabilis","species",1
1414,"Bignoniaceae","Arrabidaea","oxycarpa","species",1
1415,"Bignoniaceae","Arrabidaea","patellifera","species",1
1416,"Bignoniaceae","Arrabidaea","pearcei","species",1
1417,"Bignoniaceae","Arrabidaea","pearcei aff.","species",1
1418,"Bignoniaceae","Arrabidaea","platyphtylla","species",1
1419,"Bignoniaceae","Arrabidaea","platyphylla","species",1
1420,"Bignoniaceae","Arrabidaea","poeppigii","species",1
1421,"Bignoniaceae","Arrabidaea","prancei","species",1
1422,"Bignoniaceae","Arrabidaea","pubescens","species",1
1423,"Bignoniaceae","Arrabidaea","pubescens/palchella","species",1
1424,"Bignoniaceae","Arrabidaea","pulchra","species",1
1425,"Bignoniaceae","Arrabidaea","selloi","species",1
1426,"Bignoniaceae","Arrabidaea","spicata","species",1
1427,"Bignoniaceae","Arrabidaea","trailii","species",1
1428,"Bignoniaceae","Arrabidaea","triplinervia","species",1
1429,"Bignoniaceae","Arrabidaea","truncata","species",1
1430,"Bignoniaceae","Arrabidaea","tuberculata","species",1
1431,"Bignoniaceae","Arrabidaea","verrucosa","species",1
1432,"Bignoniaceae","Arrabidaea","verucosa","species",1
1433,"Bignoniaceae","Arrabidaea","viscida","species",1
1434,"Bignoniaceae","Arrabidaea/Fridericiam1","m1","genus",0
1435,"Bignoniaceae","Bignonia","capreolata","species",1
1436,"Bignoniaceae","Callichlamys","latifolia","species",1
1437,"Bignoniaceae","Campsidium","valdivianum","species",1
1438,"Bignoniaceae","Ceratophytum","tetragonolobum","species",1
1439,"Bignoniaceae","Clytostoma","binatum","species",1
1440,"Bignoniaceae","Clytostoma","callistegioides","species",1
1441,"Bignoniaceae","Clytostoma","campanulatum","species",1
1442,"Bignoniaceae","Clytostoma","m1","genus",0
1443,"Bignoniaceae","Clytostoma","pterocalyx","species",1
1444,"Bignoniaceae","Clytostoma","pubescens","species",1
1445,"Bignoniaceae","Clytostoma","sciuripabulum","species",1
1446,"Bignoniaceae","Clytostoma","uleanum","species",1
1447,"Bignoniaceae","Colea","m1","genus",0
1448,"Bignoniaceae","Colea","m2","genus",0
1449,"Bignoniaceae","Crescentia","cujete","species",1
1450,"Bignoniaceae","Crescentia","elata","species",1
1451,"Bignoniaceae","Cuspidaria","floribunda","species",1
1452,"Bignoniaceae","Cuspidaria","lateriflora","species",1
1453,"Bignoniaceae","Cuspidaria","weberbaueri","species",1
1454,"Bignoniaceae","Cydista","aequinoctialis","species",1
1455,"Bignoniaceae","Cydista","decora","species",1
1456,"Bignoniaceae","Cydista","diversifolia","species",1
1457,"Bignoniaceae","Cydista","heterophylla","species",1
1458,"Bignoniaceae","Cydista","lilacina","species",1
1459,"Bignoniaceae","Delostoma","m1","genus",0
1460,"Bignoniaceae","Deplanchea","m1","genus",0
1461,"Bignoniaceae","Distictella","chocoensis","species",1
1462,"Bignoniaceae","Distictella","dasytricha","species",1
1463,"Bignoniaceae","Distictella","m1","genus",0
1464,"Bignoniaceae","Distictella","magnolifolia","species",1
1465,"Bignoniaceae","Distictella","magnoliifolia","species",1
1466,"Bignoniaceae","Distictis","granulosa","species",1
1467,"Bignoniaceae","Distictis","occidentalis","species",1
1468,"Bignoniaceae","Fernandoa","madagascariensis","species",1
1469,"Bignoniaceae","Godmania","aesculifolia","species",1
1470,"Bignoniaceae","Haplolophium","rodriguesii","species",1
1471,"Bignoniaceae","Haplophium","rodriguesii","species",1
1472,"Bignoniaceae","Hausmanianthus","jacunda","species",1
1473,"Bignoniaceae","Jacaranda","caucana","species",1
1474,"Bignoniaceae","Jacaranda","copaia","species",1
1475,"Bignoniaceae","Jacaranda","m1","genus",0
1476,"Bignoniaceae","Jacaranda","macrocarpa","species",1
1477,"Bignoniaceae","Jacaranda","montana","species",1
1478,"Bignoniaceae","Jacaranda","obtusifolia","species",1
1479,"Bignoniaceae","Jacaranda","puberula","species",1
1480,"Bignoniaceae","Lencocalanthe","aromatica","species",1
1481,"Bignoniaceae","Leucocalanthe","aromatica","species",1
1482,"Bignoniaceae","Lundia","corymbifera","species",1
1483,"Bignoniaceae","Lundia","densiflora","species",1
1484,"Bignoniaceae","Lundia","erionema","species",1
1485,"Bignoniaceae","Lundia","longa","species",1
1486,"Bignoniaceae","Lundia","m1","genus",0
1487,"Bignoniaceae","Lundia","puberula","species",1
1488,"Bignoniaceae","Lundia","spruceana","species",1
1489,"Bignoniaceae","Macfadyena","m1","genus",0
1490,"Bignoniaceae","Macfadyena","mollis","species",1
1491,"Bignoniaceae","Macfadyena","unguis-cati","species",1
1492,"Bignoniaceae","Macfadyena","unguiscati","species",1
1493,"Bignoniaceae","Macranthisiphon","longiflorus","species",1
1494,"Bignoniaceae","Mansoa","alliacea","species",1
1495,"Bignoniaceae","Mansoa","difficilia","species",1
1496,"Bignoniaceae","Mansoa","difficilis","species",1
1497,"Bignoniaceae","Mansoa","hymenaea","species",1
1498,"Bignoniaceae","Mansoa","kerere","species",1
1499,"Bignoniaceae","Mansoa","parviflora","species",1
1500,"Bignoniaceae","Mansoa","standleyi","species",1
1501,"Bignoniaceae","Mansoa","verracifera","species",1
1502,"Bignoniaceae","Mansoa","verrucifera","species",1
1503,"Bignoniaceae","Mansoa","verrudifera","species",1
1504,"Bignoniaceae","Markhamia","lutea","species",1
1505,"Bignoniaceae","Martinella","obovata","species",1
1506,"Bignoniaceae","Melloa","quadrivalris","species",1
1507,"Bignoniaceae","Melloa","quadrivalvis","species",1
1508,"Bignoniaceae","Memora","adenophora","species",1
1509,"Bignoniaceae","Memora","aspericarpa","species",1
1510,"Bignoniaceae","Memora","bracteosa","species",1
1511,"Bignoniaceae","Memora","cf bracteosa","species",1
1512,"Bignoniaceae","Memora","cf florida","species",1
1513,"Bignoniaceae","Memora","cf patula","species",1
1514,"Bignoniaceae","Memora","cladotricha","species",1
1515,"Bignoniaceae","Memora","croatii","species",1
1516,"Bignoniaceae","Memora","flavida","species",1
1517,"Bignoniaceae","Memora","florida","species",1
1518,"Bignoniaceae","Memora","m1","genus",0
1519,"Bignoniaceae","Memora","magnifica","species",1
1520,"Bignoniaceae","Memora","moringifolia","species",1
1521,"Bignoniaceae","Memora","patula","species",1
1522,"Bignoniaceae","Memora","pseudopatula","species",1
1523,"Bignoniaceae","Memora","tanaciicarpa","species",1
1524,"Bignoniaceae","Memora","valida","species",1
1525,"Bignoniaceae","Mussatia","hyacanthium","species",1
1526,"Bignoniaceae","Mussatia","hyacinthina","species",1
1527,"Bignoniaceae","Mussatia","pricurei","species",1
1528,"Bignoniaceae","Mussatia","prieurei","species",1
1529,"Bignoniaceae","Parabignonia","chodatii","species",1
1530,"Bignoniaceae","Parabignonia","m1","genus",0
1531,"Bignoniaceae","Parabignonia","steyermarkii","species",1
1532,"Bignoniaceae","Parabignonia","unguiculata","species",1
1533,"Bignoniaceae","Paragonia","m1","genus",0
1534,"Bignoniaceae","Paragonia","pyramidale","species",1
1535,"Bignoniaceae","Paragonia","pyramidata","species",1
1536,"Bignoniaceae","Paragonia","pyrimidata","species",1
1537,"Bignoniaceae","Perianthomega","rellozoi","species",1
1538,"Bignoniaceae","Perianthomega","vellozoi","species",1
1539,"Bignoniaceae","Periarrabidaea","truncata","species",1
1540,"Bignoniaceae","Periarrabidea","truncata","species",1
1541,"Bignoniaceae","Phryganocydia","corymbosa","species",1
1542,"Bignoniaceae","Phryganocydia","m1","genus",0
1543,"Bignoniaceae","Phryganocydia","platanifolia","species",1
1544,"Bignoniaceae","Pithecoctenium","crucigerum","species",1
1545,"Bignoniaceae","Plenotoma","meliooides","species",1
1546,"Bignoniaceae","Pleonotoma","clematis","species",1
1547,"Bignoniaceae","Pleonotoma","dendrotricha","species",1
1548,"Bignoniaceae","Pleonotoma","m1","genus",0
1549,"Bignoniaceae","Pleonotoma","melioides","species",1
1550,"Bignoniaceae","Pleonotoma","variabilis","species",1
1551,"Bignoniaceae","Pyrostegia","dichotoma","species",1
1552,"Bignoniaceae","Pyrostegia","venusta","species",1
1553,"Bignoniaceae","Radermachera","sinica","species",1
1554,"Bignoniaceae","Radermachera","xylocarpa","species",1
1555,"Bignoniaceae","Rhigozum","madagascariense","species",1
1556,"Bignoniaceae","Rhodocolea","nobilis","species",1
1557,"Bignoniaceae","Roentgenia","bracteomana","species",1
1558,"Bignoniaceae","Roentgenia","sordida","species",1
1559,"Bignoniaceae","Schlegelia","brachyantha","species",1
1560,"Bignoniaceae","Schlegelia","chocoensis","species",1
1561,"Bignoniaceae","Schlegelia","darienensis","species",1
1562,"Bignoniaceae","Schlegelia","dressleri","species",1
1563,"Bignoniaceae","Schlegelia","fastigiata","species",1
1564,"Bignoniaceae","Schlegelia","fuscata","species",1
1565,"Bignoniaceae","Schlegelia","m1","genus",0
1566,"Bignoniaceae","Schlegelia","macrophylla","species",1
1567,"Bignoniaceae","Schlegelia","nicaraguensis cf","species",1
1568,"Bignoniaceae","Schlegelia","parviflora","species",1
1569,"Bignoniaceae","Schlegelia","roseiflora","species",1
1570,"Bignoniaceae","Schlegelia","scandens","species",1
1571,"Bignoniaceae","Schlegelia","sulfurea","species",1
1572,"Bignoniaceae","Spathicalyx","xanthophylla","species",1
1573,"Bignoniaceae","Spathiocalyx","duckei","species",1
1574,"Bignoniaceae","Spathodea","campanulata","species",1
1575,"Bignoniaceae","Stereospermum","colais","species",1
1576,"Bignoniaceae","Stereospermum","tomentosum","species",1
1577,"Bignoniaceae","Stizophyllum","inaequilaterum","species",1
1578,"Bignoniaceae","Stizophyllum","m1","genus",0
1579,"Bignoniaceae","Stizophyllum","perforatum","species",1
1580,"Bignoniaceae","Stizophyllum","riparium","species",1
1581,"Bignoniaceae","Tabebuia","aurea","species",1
1582,"Bignoniaceae","Tabebuia","billbergii","species",1
1583,"Bignoniaceae","Tabebuia","capitata cf","species",1
1584,"Bignoniaceae","Tabebuia","chrysantha","species",1
1585,"Bignoniaceae","Tabebuia","chrysanthus","species",1
1586,"Bignoniaceae","Tabebuia","donnell-smithii","species",1
1587,"Bignoniaceae","Tabebuia","heptaphylla","species",1
1588,"Bignoniaceae","Tabebuia","heterophylla","species",1
1589,"Bignoniaceae","Tabebuia","impetiginosa","species",1
1590,"Bignoniaceae","Tabebuia","incana","species",1
1591,"Bignoniaceae","Tabebuia","obtusifolia","species",1
1592,"Bignoniaceae","Tabebuia","ochracea","species",1
1593,"Bignoniaceae","Tabebuia","riparia","species",1
1594,"Bignoniaceae","Tabebuia","rosea","species",1
1595,"Bignoniaceae","Tabebuia","roseo-alba","species",1
1596,"Bignoniaceae","Tabebuia","roseoalba","species",1
1597,"Bignoniaceae","Tabebuia","sarratifolia","species",1
1598,"Bignoniaceae","Tabebuia","serratifolia","species",1
1599,"Bignoniaceae","Tabebuia","sp nov","species",1
1600,"Bignoniaceae","Tanaecium","nocturnum","species",1
1601,"Bignoniaceae","Tecomanthe","m1","genus",0
1602,"Bignoniaceae","Tynanthus","fasciculatus","species",1
1603,"Bignoniaceae","Tynanthus","m1","genus",0
1604,"Bignoniaceae","Tynanthus","panurensis","species",1
1605,"Bignoniaceae","Tynanthus","polyanthus","species",1
1606,"Bignoniaceae","Tynanthus","pubescens","species",1
1607,"Bignoniaceae","Tynanthus","schumannianus","species",1
1608,"Bignoniaceae","Urbanolophium","nunezii","species",1
1609,"Bignoniaceae","Xylophragma","pratense","species",1
1610,"Bignoniaceae","Xylophragma","seemannianum","species",1
1611,"Bignoniaceae","Xylophragma","senannia","species",1
1612,"Bignoniaceae.","Distictella","magnoliifolia","species",1
1613,"Bignoniaceae.","Distictis","granulosa","species",1
1614,"Bignoniaceae.","Distictis","lactiflora","species",1
1615,"Bignoniaceae.","Distictis","occidentalis","species",1
1616,"Bignoniaceae.","Distictis","pulverulenta","species",1
1617,"Bignoniceae","Tecoma","stans","species",1
1618,"Bixaceae","Bixa","arborea","species",1
1619,"Bixaceae","Bixa","orellana","species",1
1620,"Bixaceae","Bixa","urucurana","species",1
1621,"Bombacaceae","Bombacopsis","m1","genus",0
1622,"Bombacaceae","Bombacopsis","patinoi","species",1
1623,"Bombacaceae","Bombacopsis","quinata","species",1
1624,"Bombacaceae","Bombacopsis","trinitatis","species",1
1625,"Bombacaceae","Bombax","ceiba","species",1
1626,"Bombacaceae","Catostemma","commune","species",1
1627,"Bombacaceae","Catostemma","m1","genus",0
1628,"Bombacaceae","Cavanillesia","hylogleiton","species",1
1629,"Bombacaceae","Cavanillesia","platanifolia","species",1
1630,"Bombacaceae","Ceiba","aesculifolia","species",1
1631,"Bombacaceae","Ceiba","m1","genus",0
1632,"Bombacaceae","Ceiba","pentandra","species",1
1633,"Bombacaceae","Ceiba","samauma","species",1
1634,"Bombacaceae","Ceiba","trichistandra","species",1
1635,"Bombacaceae","Chorisia","insignis","species",1
1636,"Bombacaceae","Chorisia","integrifolia","species",1
1637,"Bombacaceae","Chorisia","m1","genus",0
1638,"Bombacaceae","Chorisia","speciosa","species",1
1639,"Bombacaceae","Durio","excelsus","species",1
1640,"Bombacaceae","Durio","griffithii","species",1
1641,"Bombacaceae","Durio","ponga","species",1
1642,"Bombacaceae","Durio","singaporensis","species",1
1643,"Bombacaceae","Eriotheca","candolleana","species",1
1644,"Bombacaceae","Eriotheca","globosa","species",1
1645,"Bombacaceae","Eriotheca","m1","genus",0
1646,"Bombacaceae","Eriotheca","macrophylla","species",1
1647,"Bombacaceae","Eriotheca","ruizii","species",1
1648,"Bombacaceae","Gyranthera","m1","genus",0
1649,"Bombacaceae","Huberodendron","m1","genus",0
1650,"Bombacaceae","Huberodendron","patinoi","species",1
1651,"Bombacaceae","Huberodendron","swietenioides","species",1
1652,"Bombacaceae","Huberodendron","swietenoides","species",1
1653,"Bombacaceae","Matisia","bracteolosa","species",1
1654,"Bombacaceae","Matisia","cf ochrocalyx","species",1
1655,"Bombacaceae","Matisia","cordata","species",1
1656,"Bombacaceae","Matisia","malacocalyx","species",1
1657,"Bombacaceae","Matisia","ochrocalyx","species",1
1658,"Bombacaceae","Ochroma","pyramidale","species",1
1659,"Bombacaceae","Pachira","cf aquatica","species",1
1660,"Bombacaceae","Pachira","insignis","species",1
1661,"Bombacaceae","Pachira","macrophylla","species",1
1662,"Bombacaceae","Phragmotheca","ecuadorensis","species",1
1663,"Bombacaceae","Phragmotheca","fuchsii","species",1
1664,"Bombacaceae","Phragmotheca","siderosa","species",1
1665,"Bombacaceae","Pochota","m1","genus",0
1666,"Bombacaceae","Pochota","patinoi","species",1
1667,"Bombacaceae","Pochota","sessilis","species",1
1668,"Bombacaceae","Pochota","trinitensis","species",1
1669,"Bombacaceae","Pseudobombax","guayasense","species",1
1670,"Bombacaceae","Pseudobombax","m1","genus",0
1671,"Bombacaceae","Pseudobombax","millei","species",1
1672,"Bombacaceae","Pseudobombax","septinatum","species",1
1673,"Bombacaceae","Psuedobombax","m1","genus",0
1674,"Bombacaceae","Quararibea","aff hirta","species",1
1675,"Bombacaceae","Quararibea","amazonica","species",1
1676,"Bombacaceae","Quararibea","asterolepis","species",1
1677,"Bombacaceae","Quararibea","brachycarpa","species",1
1678,"Bombacaceae","Quararibea","bracteolosa","species",1
1679,"Bombacaceae","Quararibea","castano","species",1
1680,"Bombacaceae","Quararibea","coloradorum","species",1
1681,"Bombacaceae","Quararibea","cordata","species",1
1682,"Bombacaceae","Quararibea","dolichosiphon","species",1
1683,"Bombacaceae","Quararibea","duckei","species",1
1684,"Bombacaceae","Quararibea","funebris","species",1
1685,"Bombacaceae","Quararibea","funebris ssp nicaraguensis","species",1
1686,"Bombacaceae","Quararibea","grandifolia","species",1
1687,"Bombacaceae","Quararibea","grandifolium","species",1
1688,"Bombacaceae","Quararibea","guianensis","species",1
1689,"Bombacaceae","Quararibea","hirta","species",1
1690,"Bombacaceae","Quararibea","inaquilatera","species",1
1691,"Bombacaceae","Quararibea","m1","genus",0
1692,"Bombacaceae","Quararibea","m2","genus",0
1693,"Bombacaceae","Quararibea","m3","genus",0
1694,"Bombacaceae","Quararibea","penduliflora","species",1
1695,"Bombacaceae","Quararibea","soegenii","species",1
1696,"Bombacaceae","Quararibea","witii","species",1
1697,"Bombacaceae","Quararibea","wittii","species",1
1698,"Bombacaceae","Quararibea","wittii cf.","species",1
1699,"Bombacaceae","Quararibea?","m4","genus",0
1700,"Bombacaceae","Rhodognaphalopsis","cf brevipes","species",1
1701,"Bombacaceae","Rhodognaphalopsis","m1","genus",0
1702,"Bombacaceae","Rhodognophalopsis","m1","genus",0
1703,"Bombacaceae","Scleronema","m1","genus",0
1704,"Bombacaceae","Scleronema","micranthum","species",1
1705,"Bombacaceae","Scleronema","praecox","species",1
1706,"Bombacaceae","Scleronema?","m1","genus",0
1707,"Bombacaceae","Spirotheca","m1","genus",0
1708,"Bombaceaceae","Pachira","insignis","species",1
1709,"Bombaceaceae","Quararibea","m1","genus",0
1710,"Bombaceae","Pochota","trinitensis","species",1
1711,"Boraginaceae","Bourreria","m1","genus",0
1712,"Boraginaceae","Bourreria","succulenta","species",1
1713,"Boraginaceae","Bourreria","teitensis","species",1
