"count_id","line","species_id","site_code","liana","count"
103592,2,6361,"HACHIMAL","",3.0
103593,4,6361,"HACHIMAL","",1.0
103594,3,6396,"HACHIMAL","",1.0
103595,1,6446,"HACHIMAL","H",1.0
103596,4,6484,"HACHIMAL","H",1.0
103597,2,6522,"HACHIMAL","L",1.0
103598,2,6546,"HACHIMAL","",1.0
103599,2,6583,"HACHIMAL","",1.0
103600,4,6583,"HACHIMAL","",1.0
103601,1,6623,"HACHIMAL","",2.0
103602,2,6623,"HACHIMAL","",1.0
103603,2,6646,"HACHIMAL","",1.0
103604,2,6809,"HACHIMAL","",1.0
103605,1,6811,"HACHIMAL","",5.0
103606,2,6811,"HACHIMAL","",7.0
103607,3,6811,"HACHIMAL","",4.0
103608,4,6811,"HACHIMAL","",1.0
103609,4,6900,"HACHIMAL","",1.0
103610,3,6950,"HACHIMAL","",1.0
103611,4,6965,"HACHIMAL","",1.0
103612,1,7113,"HACHIMAL","",1.0
103613,2,7546,"HACHIMAL","",1.0
103614,3,7548,"HACHIMAL","L",1.0
103615,1,7586,"HACHIMAL","",5.0
103616,2,7586,"HACHIMAL","L",3.0
103617,3,7586,"HACHIMAL","L",4.0
103618,4,7586,"HACHIMAL","L",5.0
103619,1,7747,"HACHIMAL","L",1.0
103620,1,8031,"HACHIMAL","",1.0
103621,1,8039,"HACHIMAL","",9.0
103622,2,8039,"HACHIMAL","",6.0
103623,3,8039,"HACHIMAL","",6.0
103624,4,8039,"HACHIMAL","",10.0
103625,3,8086,"HACHIMAL","",1.0
103626,4,8191,"HACHIMAL","",1.0
103627,3,8504,"HACHIMAL","",2.0
103628,2,8707,"HACHIMAL","L",2.0
103629,2,8719,"HACHIMAL","L",2.0
103630,2,8764,"HACHIMAL","L",1.0
103631,4,9132,"HACHIMAL","",1.0
103632,1,9160,"HACHIMAL","",1.0
103633,2,9160,"HACHIMAL","",1.0
103634,2,9164,"HACHIMAL","",1.0
103635,3,9232,"HACHIMAL","",1.0
103636,1,9635,"HACHIMAL","",1.0
103637,2,9635,"HACHIMAL","",2.0
103638,3,9635,"HACHIMAL","",3.0
103639,1,9754,"HACHIMAL","",1.0
103640,10,38,"KENNEDY","",1.0
103641,1,597,"KENNEDY","L",1.0
103642,3,597,"KENNEDY","L",1.0
103643,1,722,"KENNEDY","",2.0
103644,7,722,"KENNEDY","",1.0
103645,8,722,"KENNEDY","",1.0
103646,9,722,"KENNEDY","",2.0
103647,2,723,"KENNEDY","",1.0
103648,7,723,"KENNEDY","",1.0
103649,2,724,"KENNEDY","",2.0
103650,4,724,"KENNEDY","",1.0
103651,7,724,"KENNEDY","",1.0
103652,8,724,"KENNEDY","",1.0
103653,1,725,"KENNEDY","",1.0
103654,4,725,"KENNEDY","",1.0
103655,8,725,"KENNEDY","",2.0
103656,9,725,"KENNEDY","",1.0
103657,4,726,"KENNEDY","",1.0
103658,1,902,"KENNEDY","",2.0
103659,2,902,"KENNEDY","",3.0
103660,4,902,"KENNEDY","",3.0
103661,8,902,"KENNEDY","",1.0
103662,9,902,"KENNEDY","",4.0
103663,10,903,"KENNEDY","",1.0
103664,2,987,"KENNEDY","",1.0
103665,4,987,"KENNEDY","",4.0
103666,5,987,"KENNEDY","",2.0
103667,6,987,"KENNEDY","",2.0
103668,7,987,"KENNEDY","",3.0
103669,8,987,"KENNEDY","",1.0
103670,9,987,"KENNEDY","",3.0
103671,10,987,"KENNEDY","",2.0
103672,1,1045,"KENNEDY","",3.0
103673,2,1045,"KENNEDY","",4.0
103674,3,1045,"KENNEDY","",2.0
103675,4,1045,"KENNEDY","",4.0
103676,5,1045,"KENNEDY","",2.0
103677,6,1045,"KENNEDY","",1.0
103678,7,1045,"KENNEDY","",1.0
103679,9,1045,"KENNEDY","",12.0
103680,10,1045,"KENNEDY","",3.0
103681,5,1277,"KENNEDY","L",1.0
103682,1,1287,"KENNEDY","",3.0
103683,2,1287,"KENNEDY","",1.0
103684,3,1287,"KENNEDY","",1.0
103685,4,1287,"KENNEDY","",1.0
103686,1,1769,"KENNEDY","",1.0
103687,2,1769,"KENNEDY","",1.0
103688,4,1769,"KENNEDY","",1.0
103689,6,1769,"KENNEDY","",3.0
103690,7,1769,"KENNEDY","",3.0
103691,9,1987,"KENNEDY","",1.0
103692,1,2071,"KENNEDY","",2.0
103693,10,2071,"KENNEDY","",1.0
103694,2,2339,"KENNEDY","",2.0
103695,8,2339,"KENNEDY","",1.0
103696,7,2348,"KENNEDY","",3.0
103697,2,2358,"KENNEDY","",2.0
103698,8,2358,"KENNEDY","",2.0
103699,9,2358,"KENNEDY","",2.0
103700,10,2358,"KENNEDY","",2.0
103701,8,2532,"KENNEDY","",1.0
103702,7,2894,"KENNEDY","",1.0
103703,3,2949,"KENNEDY","",2.0
103704,10,2949,"KENNEDY","",1.0
103705,10,2961,"KENNEDY","",1.0
103706,8,3334,"KENNEDY","L",1.0
103707,2,3539,"KENNEDY","",1.0
103708,3,3539,"KENNEDY","",4.0
103709,7,3539,"KENNEDY","",2.0
103710,8,3642,"KENNEDY","",1.0
103711,1,5282,"KENNEDY","",1.0
103712,4,5293,"KENNEDY","",1.0
103713,7,5294,"KENNEDY","",2.0
103714,9,5295,"KENNEDY","",1.0
103715,3,5340,"KENNEDY","",1.0
103716,1,5362,"KENNEDY","",2.0
103717,7,5362,"KENNEDY","",1.0
103718,1,5375,"KENNEDY","",2.0
103719,3,5375,"KENNEDY","",2.0
103720,5,5376,"KENNEDY","",1.0
103721,8,5376,"KENNEDY","",1.0
103722,8,5377,"KENNEDY","",1.0
103723,1,5878,"KENNEDY","",4.0
103724,3,5903,"KENNEDY","",1.0
103725,6,5903,"KENNEDY","",1.0
103726,1,5958,"KENNEDY","",3.0
103727,2,5958,"KENNEDY","",5.0
103728,4,5958,"KENNEDY","",4.0
103729,7,5958,"KENNEDY","",4.0
103730,8,5958,"KENNEDY","",4.0
103731,9,5958,"KENNEDY","",4.0
103732,10,5958,"KENNEDY","",3.0
103733,9,6888,"KENNEDY","",1.0
103734,1,6930,"KENNEDY","",1.0
103735,2,6930,"KENNEDY","",7.0
103736,5,6930,"KENNEDY","",1.0
103737,6,6930,"KENNEDY","",3.0
103738,10,6930,"KENNEDY","",1.0
103739,1,6992,"KENNEDY","",1.0
103740,9,6992,"KENNEDY","",1.0
103741,9,7113,"KENNEDY","",1.0
103742,2,7167,"KENNEDY","",2.0
103743,4,7167,"KENNEDY","",1.0
103744,2,7168,"KENNEDY","",3.0
103745,8,7168,"KENNEDY","",2.0
103746,1,7587,"KENNEDY","L",1.0
103747,2,7587,"KENNEDY","L",1.0
103748,3,7587,"KENNEDY","L",5.0
103749,4,7587,"KENNEDY","L",3.0
103750,5,7587,"KENNEDY","L",4.0
103751,7,7587,"KENNEDY","L",3.0
103752,8,7587,"KENNEDY","L",2.0
103753,9,7587,"KENNEDY","L",2.0
103754,6,7597,"KENNEDY","",1.0
103755,8,7597,"KENNEDY","",3.0
103756,2,7603,"KENNEDY","",2.0
103757,5,7603,"KENNEDY","",2.0
103758,9,7603,"KENNEDY","",1.0
103759,7,7614,"KENNEDY","",1.0
103760,2,7623,"KENNEDY","L",3.0
103761,8,7631,"KENNEDY","L",1.0
103762,6,7714,"KENNEDY","",1.0
103763,6,7718,"KENNEDY","",1.0
103764,5,7718,"KENNEDY","",2.0
103765,3,7747,"KENNEDY","L",1.0
103766,2,7847,"KENNEDY","",1.0
103767,4,7847,"KENNEDY","",1.0
103768,5,7847,"KENNEDY","",1.0
103769,9,7847,"KENNEDY","",1.0
103770,10,8037,"KENNEDY","",1.0
103771,1,8191,"KENNEDY","",1.0
103772,3,8191,"KENNEDY","",1.0
103773,6,8191,"KENNEDY","",1.0
103774,7,8191,"KENNEDY","",1.0
103775,8,8191,"KENNEDY","",1.0
103776,2,8508,"KENNEDY","",1.0
103777,4,9295,"KENNEDY","",2.0
103778,6,9295,"KENNEDY","",1.0
103779,9,9295,"KENNEDY","",1.0
103780,1,9301,"KENNEDY","",1.0
103781,6,9301,"KENNEDY","",4.0
103782,8,9302,"KENNEDY","",1.0
103783,9,9303,"KENNEDY","",2.0
103784,10,9303,"KENNEDY","",2.0
103785,1,9329,"KENNEDY","",2.0
103786,3,9329,"KENNEDY","",1.0
103787,7,9329,"KENNEDY","",2.0
103788,9,9329,"KENNEDY","",1.0
103789,2,9333,"KENNEDY","",1.0
103790,3,9333,"KENNEDY","",1.0
103791,8,9333,"KENNEDY","",1.0
103792,10,9333,"KENNEDY","",2.0
103793,6,9373,"KENNEDY","",1.0
103794,3,9705,"KENNEDY","L",1.0
103795,5,9705,"KENNEDY","L",2.0
103796,10,9705,"KENNEDY","L",1.0
103797,6,40,"LAPLANAD","",1.0
103798,2,40,"LAPLANAD","",1.0
103799,4,40,"LAPLANAD","",1.0
103800,9,40,"LAPLANAD","",1.0
103801,2,293,"LAPLANAD","",1.0
103802,5,293,"LAPLANAD","",1.0
103803,8,293,"LAPLANAD","",1.0
103804,1,320,"LAPLANAD","",1.0
103805,6,722,"LAPLANAD","",1.0
103806,1,747,"LAPLANAD","H",1.0
103807,3,747,"LAPLANAD","H",1.0
103808,6,747,"LAPLANAD","H",3.0
103809,7,747,"LAPLANAD","H",1.0
103810,8,747,"LAPLANAD","H",1.0
103811,9,748,"LAPLANAD","H",1.0
103812,4,749,"LAPLANAD","",1.0
103813,7,749,"LAPLANAD","",1.0
103814,6,750,"LAPLANAD","H",1.0
103815,7,750,"LAPLANAD","H",1.0
103816,1,759,"LAPLANAD","H",2.0
103817,2,759,"LAPLANAD","H",1.0
103818,3,759,"LAPLANAD","H",2.0
103819,3,759,"LAPLANAD","H",2.0
103820,4,759,"LAPLANAD","H",1.0
103821,5,759,"LAPLANAD","H",1.0
103822,7,759,"LAPLANAD","H",1.0
103823,2,760,"LAPLANAD","H",1.0
103824,3,760,"LAPLANAD","H",1.0
103825,5,760,"LAPLANAD","H",1.0
103826,8,760,"LAPLANAD","H",1.0
103827,3,762,"LAPLANAD","H",1.0
103828,5,763,"LAPLANAD","H",2.0
103829,7,777,"LAPLANAD","H",1.0
103830,6,799,"LAPLANAD","L",2.0
103831,1,806,"LAPLANAD","H",1.0
103832,9,806,"LAPLANAD","H",1.0
103833,2,807,"LAPLANAD","H",1.0
103834,4,807,"LAPLANAD","H",1.0
103835,6,807,"LAPLANAD","H",2.0
103836,4,820,"LAPLANAD","H",1.0
103837,5,820,"LAPLANAD","H",1.0
103838,9,820,"LAPLANAD","H",1.0
103839,9,875,"LAPLANAD","H",1.0
103840,1,877,"LAPLANAD","",1.0
103841,7,893,"LAPLANAD","",1.0
103842,1,902,"LAPLANAD","H",1.0
103843,2,902,"LAPLANAD","",3.0
103844,1,922,"LAPLANAD","",3.0
103845,2,922,"LAPLANAD","",1.0
103846,3,922,"LAPLANAD","",6.0
103847,5,922,"LAPLANAD","",1.0
103848,9,922,"LAPLANAD","",1.0
103849,1,991,"LAPLANAD","",1.0
103850,2,991,"LAPLANAD","",1.0
103851,5,991,"LAPLANAD","",1.0
103852,6,992,"LAPLANAD","",1.0
103853,9,992,"LAPLANAD","",1.0
103854,1,1045,"LAPLANAD","",2.0
103855,3,1045,"LAPLANAD","",4.0
103856,4,1045,"LAPLANAD","",1.0
103857,5,1045,"LAPLANAD","",1.0
103858,7,1045,"LAPLANAD","",1.0
103859,8,1045,"LAPLANAD","",1.0
103860,10,1045,"LAPLANAD","",1.0
103861,6,1046,"LAPLANAD","",1.0
103862,7,1046,"LAPLANAD","",2.0
103863,1,1118,"LAPLANAD","",8.0
103864,2,1118,"LAPLANAD","",3.0
103865,4,1118,"LAPLANAD","",2.0
103866,5,1118,"LAPLANAD","",1.0
103867,6,1122,"LAPLANAD","",1.0
103868,7,1122,"LAPLANAD","",2.0
103869,8,1122,"LAPLANAD","",4.0
103870,9,1122,"LAPLANAD","",1.0
103871,10,1122,"LAPLANAD","",1.0
103872,7,1277,"LAPLANAD","L",2.0
103873,8,1277,"LAPLANAD","L",1.0
103874,7,1278,"LAPLANAD","L",1.0
103875,1,1621,"LAPLANAD","",1.0
103876,3,1691,"LAPLANAD","",1.0
103877,4,1691,"LAPLANAD","",2.0
103878,5,1691,"LAPLANAD","",1.0
103879,6,1691,"LAPLANAD","",3.0
103880,7,1691,"LAPLANAD","",1.0
103881,8,1691,"LAPLANAD","",2.0
103882,9,1691,"LAPLANAD","",1.0
103883,10,1691,"LAPLANAD","",1.0
103884,4,1707,"LAPLANAD","",1.0
103885,6,1757,"LAPLANAD","L",1.0
103886,3,1765,"LAPLANAD","H",2.0
103887,6,1765,"LAPLANAD","H",3.0
103888,10,2103,"LAPLANAD","",1.0
103889,1,2107,"LAPLANAD","",1.0
103890,7,2312,"LAPLANAD","",1.0
103891,9,2312,"LAPLANAD","",3.0
103892,10,2312,"LAPLANAD","",1.0
103893,7,2512,"LAPLANAD","H",2.0
103894,9,2515,"LAPLANAD","H",2.0
103895,1,2520,"LAPLANAD","H",1.0
103896,3,2525,"LAPLANAD","",1.0
103897,10,2525,"LAPLANAD","",1.0
103898,6,2549,"LAPLANAD","H",1.0
103899,1,2646,"LAPLANAD","",2.0
103900,2,2646,"LAPLANAD","",1.0
103901,3,2646,"LAPLANAD","",5.0
103902,1,2925,"LAPLANAD","",1.0
103903,3,2925,"LAPLANAD","",1.0
103904,9,2925,"LAPLANAD","",2.0
103905,10,2925,"LAPLANAD","",2.0
103906,6,2929,"LAPLANAD","",2.0
103907,8,2929,"LAPLANAD","",1.0
103908,8,2935,"LAPLANAD","",1.0
103909,2,2944,"LAPLANAD","",1.0
103910,2,2946,"LAPLANAD","",1.0
103911,3,2946,"LAPLANAD","",2.0
103912,4,2946,"LAPLANAD","",2.0
103913,5,2946,"LAPLANAD","",2.0
103914,7,2958,"LAPLANAD","",1.0
103915,2,2960,"LAPLANAD","",1.0
103916,1,2990,"LAPLANAD","H",1.0
103917,6,2991,"LAPLANAD","H",3.0
103918,7,2991,"LAPLANAD","H",1.0
103919,10,2991,"LAPLANAD","H",1.0
103920,4,2992,"LAPLANAD","H",1.0
103921,5,2992,"LAPLANAD","H",1.0
103922,9,2992,"LAPLANAD","H",1.0
103923,5,2999,"LAPLANAD","H",1.0
103924,6,3001,"LAPLANAD","H",1.0
103925,7,3001,"LAPLANAD","H",1.0
103926,8,3001,"LAPLANAD","H",1.0
103927,9,3001,"LAPLANAD","H",2.0
103928,7,3311,"LAPLANAD","H",1.0
103929,9,3315,"LAPLANAD","H",1.0
103930,3,3317,"LAPLANAD","H",1.0
103931,8,3323,"LAPLANAD","H",1.0
103932,1,3334,"LAPLANAD","H",1.0
103933,1,3334,"LAPLANAD","H",1.0
103934,1,3334,"LAPLANAD","L",1.0
103935,2,3334,"LAPLANAD","L",1.0
103936,7,3334,"LAPLANAD","H",1.0
103937,9,3334,"LAPLANAD","L",1.0
103938,3,3395,"LAPLANAD","",1.0
103939,7,3412,"LAPLANAD","",1.0
103940,3,3424,"LAPLANAD","",1.0
103941,7,3424,"LAPLANAD","",1.0
103942,1,3644,"LAPLANAD","",1.0
103943,2,3644,"LAPLANAD","",1.0
103944,4,3644,"LAPLANAD","",1.0
103945,6,3644,"LAPLANAD","",3.0
103946,7,3644,"LAPLANAD","",2.0
103947,9,3644,"LAPLANAD","",1.0
103948,1,4111,"LAPLANAD","",1.0
103949,3,4111,"LAPLANAD","",1.0
103950,4,4111,"LAPLANAD","",1.0
103951,1,4202,"LAPLANAD","",2.0
103952,1,4202,"LAPLANAD","",1.0
103953,2,4202,"LAPLANAD","",1.0
103954,4,4202,"LAPLANAD","",1.0
103955,5,4202,"LAPLANAD","",1.0
103956,1,4204,"LAPLANAD","",1.0
103957,9,4204,"LAPLANAD","",1.0
103958,9,4209,"LAPLANAD","",1.0
103959,1,4238,"LAPLANAD","",1.0
103960,3,4238,"LAPLANAD","",4.0
103961,4,4238,"LAPLANAD","",1.0
103962,5,4238,"LAPLANAD","",1.0
103963,6,4238,"LAPLANAD","",1.0
103964,9,4277,"LAPLANAD","",1.0
103965,2,4382,"LAPLANAD","",1.0
103966,3,4382,"LAPLANAD","",1.0
103967,4,4382,"LAPLANAD","",1.0
103968,5,4382,"LAPLANAD","",2.0
103969,6,4382,"LAPLANAD","",1.0
103970,1,4756,"LAPLANAD","",1.0
103971,8,4865,"LAPLANAD","",1.0
103972,5,4884,"LAPLANAD","",3.0
103973,7,4889,"LAPLANAD","H",1.0
103974,2,4930,"LAPLANAD","",1.0
103975,3,4930,"LAPLANAD","",3.0
103976,7,4930,"LAPLANAD","",2.0
103977,8,4930,"LAPLANAD","",1.0
103978,7,4961,"LAPLANAD","L",1.0
103979,7,4961,"LAPLANAD","",1.0
103980,10,4969,"LAPLANAD","",1.0
103981,4,5282,"LAPLANAD","",1.0
103982,4,5293,"LAPLANAD","",1.0
103983,1,5376,"LAPLANAD","",1.0
103984,5,5376,"LAPLANAD","",1.0
103985,9,5377,"LAPLANAD","",1.0
103986,9,5377,"LAPLANAD","",1.0
103987,1,5378,"LAPLANAD","",3.0
103988,3,5378,"LAPLANAD","",1.0
103989,7,5474,"LAPLANAD","",1.0
103990,8,5474,"LAPLANAD","",1.0
103991,9,5474,"LAPLANAD","",1.0
103992,2,5488,"LAPLANAD","",2.0
103993,3,5782,"LAPLANAD","H",1.0
103994,3,5798,"LAPLANAD","H",1.0
103995,7,5798,"LAPLANAD","H",1.0
103996,9,5798,"LAPLANAD","H",2.0
103997,1,5845,"LAPLANAD","",2.0
103998,4,5845,"LAPLANAD","",1.0
103999,1,5849,"LAPLANAD","",1.0
104000,3,5849,"LAPLANAD","",1.0
104001,8,5849,"LAPLANAD","",1.0
104002,9,5849,"LAPLANAD","",1.0
104003,2,5850,"LAPLANAD","",2.0
104004,5,5850,"LAPLANAD","",1.0
104005,1,5876,"LAPLANAD","",1.0
104006,4,5876,"LAPLANAD","",1.0
104007,8,5876,"LAPLANAD","",2.0
104008,1,5917,"LAPLANAD","",1.0
104009,2,5917,"LAPLANAD","",1.0
104010,2,5926,"LAPLANAD","",2.0
104011,3,5926,"LAPLANAD","",1.0
104012,6,5926,"LAPLANAD","",1.0
104013,8,5926,"LAPLANAD","",1.0
104014,8,5926,"LAPLANAD","",1.0
104015,5,5928,"LAPLANAD","",1.0
104016,9,5929,"LAPLANAD","",1.0
104017,9,5930,"LAPLANAD","",1.0
104018,2,6001,"LAPLANAD","",1.0
104019,1,6085,"LAPLANAD","",1.0
104020,2,6085,"LAPLANAD","",1.0
104021,7,6143,"LAPLANAD","",2.0
104022,9,6143,"LAPLANAD","",1.0
104023,2,6453,"LAPLANAD","",1.0
104024,7,6453,"LAPLANAD","",1.0
104025,1,6475,"LAPLANAD","",1.0
104026,8,6476,"LAPLANAD","",1.0
104027,7,6481,"LAPLANAD","",1.0
104028,1,6809,"LAPLANAD","",1.0
104029,5,6809,"LAPLANAD","",1.0
104030,7,6809,"LAPLANAD","",2.0
104031,8,6809,"LAPLANAD","",1.0
104032,9,6809,"LAPLANAD","",2.0
104033,8,6898,"LAPLANAD","",1.0
104034,2,6959,"LAPLANAD","",1.0
104035,8,6963,"LAPLANAD","",1.0
104036,1,7013,"LAPLANAD","",1.0
104037,3,7013,"LAPLANAD","",1.0
104038,1,7031,"LAPLANAD","",1.0
104039,1,7057,"LAPLANAD","",1.0
104040,3,7057,"LAPLANAD","",1.0
104041,7,7167,"LAPLANAD","",1.0
104042,8,7546,"LAPLANAD","",2.0
104043,9,7546,"LAPLANAD","",1.0
104044,9,7614,"LAPLANAD","",1.0
104045,8,7654,"LAPLANAD","",1.0
104046,2,7715,"LAPLANAD","",1.0
104047,5,7840,"LAPLANAD","",1.0
104048,3,8011,"LAPLANAD","",5.0
104049,6,8011,"LAPLANAD","",2.0
104050,5,8032,"LAPLANAD","",1.0
104051,10,8032,"LAPLANAD","",1.0
104052,1,8034,"LAPLANAD","",6.0
104053,2,8034,"LAPLANAD","",5.0
104054,3,8034,"LAPLANAD","",5.0
104055,4,8034,"LAPLANAD","",7.0
104056,5,8034,"LAPLANAD","",3.0
104057,6,8034,"LAPLANAD","",5.0
104058,7,8034,"LAPLANAD","",6.0
104059,8,8034,"LAPLANAD","",4.0
104060,9,8034,"LAPLANAD","",6.0
104061,10,8034,"LAPLANAD","",3.0
104062,3,8040,"LAPLANAD","",1.0
104063,5,8040,"LAPLANAD","",1.0
104064,5,8041,"LAPLANAD","",1.0
104065,10,8041,"LAPLANAD","",1.0
104066,9,8191,"LAPLANAD","",1.0
104067,1,8194,"LAPLANAD","",4.0
104068,2,8194,"LAPLANAD","",1.0
104069,5,8194,"LAPLANAD","",1.0
104070,8,8194,"LAPLANAD","",4.0
104071,9,8194,"LAPLANAD","",1.0
104072,6,8269,"LAPLANAD","",1.0
104073,4,8347,"LAPLANAD","H",1.0
104074,7,8347,"LAPLANAD","H",1.0
104075,1,8556,"LAPLANAD","",1.0
104076,7,8556,"LAPLANAD","",1.0
104077,8,8556,"LAPLANAD","",1.0
104078,1,9098,"LAPLANAD","",1.0
104079,2,9098,"LAPLANAD","",1.0
104080,2,9165,"LAPLANAD","",1.0
104081,7,152,"LARAYA","",1.0
104082,4,199,"LARAYA","L",1.0
104083,6,200,"LARAYA","L",1.0
104084,10,200,"LARAYA","L",1.0
104085,2,355,"LARAYA","",1.0
104086,9,355,"LARAYA","",1.0
104087,6,414,"LARAYA","",1.0
104088,1,415,"LARAYA","",1.0
104089,5,415,"LARAYA","",3.0
104090,7,415,"LARAYA","",1.0
104091,3,462,"LARAYA","",1.0
104092,4,470,"LARAYA","L",1.0
104093,4,520,"LARAYA","",1.0
104094,6,520,"LARAYA","",1.0
104095,9,520,"LARAYA","",1.0
104096,6,544,"LARAYA","",1.0
104097,7,544,"LARAYA","",1.0
104098,10,552,"LARAYA","L",1.0
104099,7,576,"LARAYA","",1.0
104100,2,631,"LARAYA","L",1.0
104101,3,674,"LARAYA","",1.0
104102,3,689,"LARAYA","",1.0
104103,2,938,"LARAYA","",4.0
104104,4,938,"LARAYA","",1.0
104105,9,938,"LARAYA","",1.0
104106,5,953,"LARAYA","",1.0
104107,6,953,"LARAYA","",1.0
104108,9,953,"LARAYA","",1.0
104109,1,965,"LARAYA","",2.0
104110,3,965,"LARAYA","",1.0
104111,8,965,"LARAYA","",3.0
104112,10,965,"LARAYA","",1.0
104113,3,1033,"LARAYA","",1.0
104114,8,1033,"LARAYA","",1.0
104115,9,1033,"LARAYA","",1.0
104116,3,1089,"LARAYA","",1.0
104117,8,1089,"LARAYA","",1.0
104118,4,1091,"LARAYA","",1.0
104119,6,1091,"LARAYA","",1.0
104120,1,1156,"LARAYA","",2.0
104121,2,1156,"LARAYA","",1.0
104122,7,1156,"LARAYA","",1.0
104123,8,1156,"LARAYA","",3.0
104124,1,1174,"LARAYA","",1.0
104125,3,1217,"LARAYA","L",1.0
104126,4,1217,"LARAYA","L",1.0
104127,3,1398,"LARAYA","L",1.0
104128,9,1398,"LARAYA","L",1.0
104129,10,1398,"LARAYA","L",1.0
104130,4,1474,"LARAYA","",2.0
104131,6,1474,"LARAYA","",1.0
104132,6,1505,"LARAYA","L",1.0
104133,3,1509,"LARAYA","",1.0
104134,4,1509,"LARAYA","",1.0
104135,1,1513,"LARAYA","",1.0
104136,2,1580,"LARAYA","L",1.0
104137,3,1691,"LARAYA","",1.0
104138,8,1691,"LARAYA","",1.0
104139,3,1733,"LARAYA","",1.0
104140,6,1733,"LARAYA","",1.0
104141,3,1734,"LARAYA","",1.0
104142,6,1735,"LARAYA","",1.0
104143,10,1738,"LARAYA","",1.0
104144,1,1822,"LARAYA","",2.0
104145,8,1822,"LARAYA","",1.0
104146,1,1911,"LARAYA","",1.0
104147,7,1917,"LARAYA","",1.0
104148,7,1970,"LARAYA","",2.0
104149,9,1970,"LARAYA","",1.0
104150,1,2024,"LARAYA","",2.0
104151,6,2024,"LARAYA","",2.0
104152,6,2096,"LARAYA","",1.0
104153,10,2096,"LARAYA","",1.0
104154,8,2120,"LARAYA","",1.0
104155,6,2148,"LARAYA","",1.0
104156,3,2160,"LARAYA","",2.0
104157,4,2160,"LARAYA","",1.0
104158,9,2199,"LARAYA","L",1.0
104159,9,2209,"LARAYA","",1.0
104160,1,2227,"LARAYA","",1.0
104161,6,2227,"LARAYA","",1.0
104162,1,2317,"LARAYA","",1.0
104163,4,2401,"LARAYA","",1.0
104164,5,2401,"LARAYA","",1.0
104165,7,2401,"LARAYA","",2.0
104166,2,2505,"LARAYA","",2.0
104167,1,2615,"LARAYA","",1.0
104168,3,2615,"LARAYA","",1.0
104169,1,2618,"LARAYA","",1.0
104170,4,2618,"LARAYA","",1.0
104171,5,2618,"LARAYA","",3.0
104172,6,2618,"LARAYA","",3.0
104173,9,2618,"LARAYA","",1.0
104174,1,2646,"LARAYA","",1.0
104175,2,2648,"LARAYA","",1.0
104176,9,2648,"LARAYA","",1.0
104177,1,2778,"LARAYA","L",1.0
104178,2,2909,"LARAYA","",1.0
104179,2,2944,"LARAYA","",2.0
104180,3,2944,"LARAYA","",1.0
104181,4,3060,"LARAYA","L",1.0
104182,10,3062,"LARAYA","L",1.0
104183,1,3082,"LARAYA","L",1.0
104184,4,3082,"LARAYA","L",1.0
104185,7,3082,"LARAYA","L",1.0
104186,8,3082,"LARAYA","L",1.0
104187,1,3089,"LARAYA","L",1.0
104188,2,3089,"LARAYA","L",1.0
104189,4,3089,"LARAYA","L",3.0
104190,5,3089,"LARAYA","L",2.0
104191,6,3089,"LARAYA","L",4.0
104192,7,3089,"LARAYA","L",2.0
104193,8,3089,"LARAYA","L",1.0
104194,10,3089,"LARAYA","L",7.0
104195,4,3211,"LARAYA","",2.0
104196,10,3294,"LARAYA","",1.0
104197,4,3295,"LARAYA","",1.0
104198,4,3366,"LARAYA","",1.0
104199,8,3429,"LARAYA","",1.0
104200,3,3675,"LARAYA","",1.0
104201,9,3675,"LARAYA","",1.0
104202,4,3784,"LARAYA","",1.0
104203,5,3942,"LARAYA","L",1.0
104204,10,3942,"LARAYA","L",1.0
104205,3,4042,"LARAYA","L",1.0
104206,4,4042,"LARAYA","L",1.0
104207,10,4042,"LARAYA","L",1.0
104208,5,4073,"LARAYA","",1.0
104209,6,4073,"LARAYA","",1.0
104210,9,4104,"LARAYA","",1.0
104211,2,4114,"LARAYA","L",2.0
104212,7,4121,"LARAYA","",1.0
104213,3,4186,"LARAYA","",1.0
104214,6,4236,"LARAYA","",1.0
104215,2,4243,"LARAYA","",1.0
104216,3,4243,"LARAYA","",1.0
104217,3,4243,"LARAYA","",1.0
104218,3,4247,"LARAYA","",1.0
104219,5,4247,"LARAYA","",1.0
104220,9,4251,"LARAYA","",1.0
104221,10,4251,"LARAYA","",1.0
104222,2,4333,"LARAYA","",2.0
104223,1,4354,"LARAYA","L",2.0
104224,4,4354,"LARAYA","L",1.0
104225,7,4354,"LARAYA","L",1.0
104226,10,4356,"LARAYA","L",2.0
104227,1,4438,"LARAYA","",1.0
104228,3,4542,"LARAYA","",1.0
104229,6,4601,"LARAYA","",1.0
104230,9,4601,"LARAYA","",1.0
104231,4,4605,"LARAYA","",1.0
104232,5,4605,"LARAYA","",1.0
104233,8,4605,"LARAYA","",1.0
104234,1,4607,"LARAYA","",2.0
104235,4,4607,"LARAYA","",1.0
104236,5,4607,"LARAYA","",1.0
104237,6,4607,"LARAYA","",1.0
104238,7,4607,"LARAYA","",1.0
104239,9,4607,"LARAYA","",1.0
104240,4,4608,"LARAYA","",1.0
104241,5,4608,"LARAYA","",1.0
104242,9,4823,"LARAYA","",1.0
104243,10,4823,"LARAYA","",1.0
104244,2,4826,"LARAYA","",1.0
104245,8,4826,"LARAYA","",1.0
104246,5,4855,"LARAYA","",1.0
104247,6,4855,"LARAYA","",2.0
