Species,ScieName,SpeciesGrp,YearC,Decade,Status,PartyName,Flag,Fleet,Stock,SampArea,AreaT1,SpcGearGrp,GearGrp,GearCode,CatchTypeCode,QualInfoCode,Qty_t
CCP,Carcharhinus plumbeus,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,GOFM,All gears,LL,LL,L,RPT1,7.06
CCP,Carcharhinus plumbeus,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,NW,All gears,LL,LL,L,RPT1,173.79
FAL,Carcharhinus falciformis,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,GOFM,All gears,UN,UNCL,DD,RPT1,0.03
FAL,Carcharhinus falciformis,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,GOFM,All gears,LL,LL,L,RPT1,3.42
FAL,Carcharhinus falciformis,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,ATL,All gears,LL,LL,DD,RPT1,1.41
FAL,Carcharhinus falciformis,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,NW,All gears,LL,LL,L,RPT1,3.5
FAL,Carcharhinus falciformis,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,GOFM,All gears,LL,LL,DD,RPT1,6.98
FAL,Carcharhinus falciformis,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,NW,All gears,LL,LL,DD,RPT1,23.62
THR,Alopias spp,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,NWC,All gears,LL,LL,L,RPT1,0.12
THR,Alopias spp,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,GOFM,All gears,LL,LL,L,RPT1,0.34
THR,Alopias spp,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,NW,All gears,LL,LL,L,RPT1,4.15
TIG,Galeocerdo cuvier,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,NW,All gears,LL,LL,L,RPT1,0.49
OCS,Carcharhinus longimanus,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,WTRO,All gears,LL,LL,L,RPT1,0.05
OCS,Carcharhinus longimanus,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,NW,All gears,LL,LL,L,RPT1,2.51
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,WTRO,All gears,LL,LL,L,RPT1,0.99
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,WTRO,All gears,LL,LL,DD,RPT1,0.11
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,NWC,All gears,LL,LL,DD,RPT1,3.18
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,GOFM,All gears,LL,LL,L,RPT1,1.74
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,GOFM,All gears,LL,LL,DD,RPT1,11.5
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,GOFM,All gears,UN,UNCL,DD,RPT1,11.81
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,ATL,All gears,LL,LL,DD,RPT1,2.68
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,NW,All gears,LL,LL,L,RPT1,1.25
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,NW,All gears,LL,LL,DD,RPT1,28.1
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,UNITED STATES,U.S.A.,USA,A+M,unkn,NW,All gears,UN,UNCL,DD,RPT1,0.49
DGS,Squalus acanthias,5-Sharks (other),2001,2000,CP,NORWAY,Norway,NOR,A+M,unkn,NE,All gears,GN,GILL,L,RPT1,1032
DGS,Squalus acanthias,5-Sharks (other),2001,2000,CP,NORWAY,Norway,NOR,A+M,unkn,NE,All gears,LL,LL,L,RPT1,455
DGS,Squalus acanthias,5-Sharks (other),2001,2000,CP,NORWAY,Norway,NOR,A+M,unkn,NE,All gears,UN,UNCL,L,RPT1,4
DGS,Squalus acanthias,5-Sharks (other),2001,2000,CP,NORWAY,Norway,NOR,A+M,unkn,NE,All gears,TW,TRAW,L,RPT1,127
DGS,Squalus acanthias,5-Sharks (other),2001,2000,CP,NORWAY,Norway,NOR,A+M,unkn,NE,All gears,PS,PS,L,RPT1,72
POR,Lamna nasus,4-Sharks (major),2001,2000,CP,NORWAY,Norway,NOR,ATN,unkn,NE,All gears,GN,GILL,L,RPT1,6
POR,Lamna nasus,4-Sharks (major),2001,2000,CP,NORWAY,Norway,NOR,ATN,unkn,NE,All gears,LL,LL,L,RPT1,5
DGH,Squalidae / Scyliorhinidae,5-Sharks (other),2001,2000,CP,NORWAY,Norway,NOR,A+M,unkn,NE,All gears,LL,LL,L,RPT1,40
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,NORWAY,Norway,NOR,A+M,unkn,NE,All gears,TW,TRAW,L,RPT1,4
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,NORWAY,Norway,NOR,A+M,unkn,NE,All gears,LL,LL,L,RPT1,67
BSK,Cetorhinus maximus,5-Sharks (other),2001,2000,CP,NORWAY,Norway,NOR,A+M,unkn,NE,All gears,GN,GILL,L,RPT1,192
BSK,Cetorhinus maximus,5-Sharks (other),2001,2000,CP,NORWAY,Norway,NOR,A+M,unkn,NE,All gears,TW,TRAW,L,RPT1,8
CYO,Centroscymnus coelolepis,5-Sharks (other),2001,2000,CP,NORWAY,Norway,NOR,A+M,unkn,NE,All gears,LL,LL,L,RPT1,13
GUQ,Centrophorus squamosus,5-Sharks (other),2001,2000,CP,NORWAY,Norway,NOR,A+M,unkn,NE,All gears,LL,LL,L,RPT1,1
BSK,Cetorhinus maximus,5-Sharks (other),2002,2000,CP,NORWAY,Norway,NOR,A+M,unkn,NE,All gears,GN,GILL,L,RPT1,106
BSK,Cetorhinus maximus,5-Sharks (other),2002,2000,CP,NORWAY,Norway,NOR,A+M,unkn,NE,All gears,HP,HARP,L,RPT1,22
BSK,Cetorhinus maximus,5-Sharks (other),2002,2000,CP,NORWAY,Norway,NOR,A+M,unkn,NE,All gears,TW,TRAW,L,RPT1,7
DGH,Squalidae / Scyliorhinidae,5-Sharks (other),2002,2000,CP,NORWAY,Norway,NOR,A+M,unkn,NE,All gears,LL,LL,L,RPT1,10
DGS,Squalus acanthias,5-Sharks (other),2002,2000,CP,NORWAY,Norway,NOR,A+M,unkn,NE,All gears,UN,UNCL,L,RPT1,4
DGS,Squalus acanthias,5-Sharks (other),2002,2000,CP,NORWAY,Norway,NOR,A+M,unkn,NE,All gears,GN,GILL,L,RPT1,755
DGS,Squalus acanthias,5-Sharks (other),2002,2000,CP,NORWAY,Norway,NOR,A+M,unkn,NE,All gears,LL,LL,L,RPT1,217
DGS,Squalus acanthias,5-Sharks (other),2002,2000,CP,NORWAY,Norway,NOR,A+M,unkn,NE,All gears,PS,PS,L,RPT1,19
POR,Lamna nasus,4-Sharks (major),2002,2000,CP,NORWAY,Norway,NOR,ATN,unkn,NE,All gears,GN,GILL,L,RPT1,3
POR,Lamna nasus,4-Sharks (major),2002,2000,CP,NORWAY,Norway,NOR,ATN,unkn,NE,All gears,LL,LL,L,RPT1,8
POR,Lamna nasus,4-Sharks (major),2002,2000,CP,NORWAY,Norway,NOR,ATN,unkn,NE,All gears,PS,PS,L,RPT1,2
POR,Lamna nasus,4-Sharks (major),2002,2000,CP,NORWAY,Norway,NOR,ATN,unkn,NE,All gears,TW,TRAW,L,RPT1,1
DGS,Squalus acanthias,5-Sharks (other),2002,2000,CP,NORWAY,Norway,NOR,A+M,unkn,NE,All gears,TW,TRAW,L,RPT1,128
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,UNITED KINGDOM (O.Territories),UK.Sta Helena,UK.SHN,A+M,unkn,SE,All gears,LL,LL,C,RPT1,26.83
POR,Lamna nasus,4-Sharks (major),2002,2000,CP,EUROPEAN UNION,EU.Germany,EU.DEU,ATN,unkn,NE,All gears,UN,UNCL,C,RPT1,3
DGS,Squalus acanthias,5-Sharks (other),2002,2000,CP,EUROPEAN UNION,EU.Germany,EU.DEU,A+M,unkn,NE,All gears,UN,UNCL,C,RPT1,119
DGX,Squalidae,5-Sharks (other),2002,2000,CP,EUROPEAN UNION,EU.Germany,EU.DEU,A+M,unkn,NE,All gears,UN,UNCL,C,RPT1,519
CCL,Carcharhinus limbatus,5-Sharks (other),2001,2000,CP,TRINIDAD and TOBAGO,Trinidad and Tobago,TTO,A+M,unkn,WTRO,All gears,UN,UNCL,L,RPT1,10
TIG,Galeocerdo cuvier,5-Sharks (other),2001,2000,CP,TRINIDAD and TOBAGO,Trinidad and Tobago,TTO,A+M,unkn,WTRO,All gears,UN,UNCL,L,RPT1,0.5
SPN,Sphyrna spp,5-Sharks (other),2001,2000,CP,TRINIDAD and TOBAGO,Trinidad and Tobago,TTO,A+M,unkn,WTRO,All gears,UN,UNCL,L,RPT1,16
SDV,Mustelus spp,5-Sharks (other),2001,2000,CP,TRINIDAD and TOBAGO,Trinidad and Tobago,TTO,A+M,unkn,WTRO,All gears,UN,UNCL,L,RPT1,74
GNC,Ginglymostoma cirratum,5-Sharks (other),2001,2000,CP,TRINIDAD and TOBAGO,Trinidad and Tobago,TTO,A+M,unkn,WTRO,All gears,UN,UNCL,L,RPT1,0.1
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,TRINIDAD and TOBAGO,Trinidad and Tobago,TTO,A+M,unkn,WTRO,All gears,UN,UNCL,L,RPT1,636
POR,Lamna nasus,4-Sharks (major),2001,2000,NCO,Non-contracting parties,Falklands,FLK,ATS,unkn,SW,All gears,UN,UNCL,C,RPT1,0.135
POR,Lamna nasus,4-Sharks (major),2001,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATN,unkn,NE,All gears,LL,LL-surf,C,RPT1,3.8
THR,Alopias spp,5-Sharks (other),2001,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,NE,All gears,LL,LL-surf,L,RPT1,1.582
SMA,Isurus oxyrinchus,4-Sharks (major),2001,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,ATN,unkn,NE,Longline,LL,LL-surf,L,RPT1,25.226
SPN,Sphyrna spp,5-Sharks (other),2001,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,NE,All gears,TP,TRAP,C,RPT1,0.3
POR,Lamna nasus,4-Sharks (major),2001,2000,CP,CANADA,Canada,CAN,ATN,unkn,NW,All gears,TW,TRAW,C,RPT1,0.747
POR,Lamna nasus,4-Sharks (major),2001,2000,CP,CANADA,Canada,CAN,ATN,unkn,NW,All gears,HL,HAND,C,RPT1,0.062
POR,Lamna nasus,4-Sharks (major),2001,2000,CP,CANADA,Canada,CAN,ATN,unkn,NW,All gears,GN,GILL,C,RPT1,6.89
POR,Lamna nasus,4-Sharks (major),2001,2000,CP,CANADA,Canada,CAN,ATN,unkn,NW,All gears,RR,RR,C,RPT1,0.038
SMA,Isurus oxyrinchus,4-Sharks (major),2001,2000,CP,CANADA,Canada,CAN,ATN,unkn,NW,Longline,LL,LLHB,C,RPT1,59.638
SMA,Isurus oxyrinchus,4-Sharks (major),2001,2000,CP,CANADA,Canada,CAN,ATN,unkn,NW,Other surf.,TW,TRAW,C,RPT1,0.282
SMA,Isurus oxyrinchus,4-Sharks (major),2001,2000,CP,CANADA,Canada,CAN,ATN,unkn,NW,Other surf.,HL,HAND,C,RPT1,0.622
SMA,Isurus oxyrinchus,4-Sharks (major),2001,2000,CP,CANADA,Canada,CAN,ATN,unkn,NW,Other surf.,GN,GILL,C,RPT1,8.425
SMA,Isurus oxyrinchus,4-Sharks (major),2001,2000,CP,CANADA,Canada,CAN,ATN,unkn,NW,Other surf.,TL,TL,C,RPT1,0.16
SMA,Isurus oxyrinchus,4-Sharks (major),2001,2000,CP,CANADA,Canada,CAN,ATN,unkn,NW,Other surf.,RR,RR,C,RPT1,0.217
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,CANADA,Canada,CAN,A+M,unkn,NW,All gears,LL,LLHB,C,RPT1,6.523
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,CANADA,Canada,CAN,A+M,unkn,NW,All gears,TW,TRAW,C,RPT1,0.567
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,CANADA,Canada,CAN,A+M,unkn,NW,All gears,HL,HAND,C,RPT1,0.266
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,CANADA,Canada,CAN,A+M,unkn,NW,All gears,GN,GILL,C,RPT1,12.32
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,CANADA,Canada,CAN,A+M,unkn,NW,All gears,TL,TL,C,RPT1,0.02
SHX,Squaliformes,5-Sharks (other),1998,1990,NCO,Non-contracting parties,Grenada,GRD,A+M,unkn,WTRO,All gears,UN,UNCL,L,RPT1,17.9
SHX,Squaliformes,5-Sharks (other),2000,2000,NCO,Non-contracting parties,Grenada,GRD,A+M,unkn,WTRO,All gears,UN,UNCL,L,RPT1,29.1
SHX,Squaliformes,5-Sharks (other),2001,2000,NCO,Non-contracting parties,Grenada,GRD,A+M,unkn,WTRO,All gears,UN,UNCL,L,RPT1,28.8
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,VENEZUELA,Venezuela,VEN,A+M,BIL93,WTRO,All gears,SU,SURF,C,RPT1,11
BSH,Prionace glauca,4-Sharks (major),2001,2000,CP,BRAZIL,Brazil,BRA,ATS,unkn,SW,Longline,LL,LL,C,RPT1,754.3
SPL,Sphyrna lewini,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA,A+M,unkn,SW,All gears,LL,LL,C,RPT1,135.8
BTH,Alopias superciliosus,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA,A+M,unkn,SW,All gears,LL,LL,C,RPT1,33.5
OCS,Carcharhinus longimanus,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA,A+M,unkn,SW,All gears,LL,LL,C,RPT1,457.7
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA,A+M,unkn,SW,All gears,LL,LL,C,RPT1,52.7
BSH,Prionace glauca,4-Sharks (major),2001,2000,CP,BRAZIL,Brazil,BRA-USA,ATS,unkn,SW,Longline,LL,LLFB,C,RPT1,6.6
SPL,Sphyrna lewini,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-USA,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,0.2
SMA,Isurus oxyrinchus,4-Sharks (major),2001,2000,CP,BRAZIL,Brazil,BRA,ATS,unkn,SW,Longline,LL,LL,C,RPT1,88.4
SMA,Isurus oxyrinchus,4-Sharks (major),2001,2000,CP,BRAZIL,Brazil,BRA-USA,ATS,unkn,SW,Longline,LL,LLFB,C,RPT1,7.9
OCS,Carcharhinus longimanus,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-USA,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,0.7
BSH,Prionace glauca,4-Sharks (major),2001,2000,CP,BRAZIL,Brazil,BRA-CAN,ATS,unkn,SW,Longline,LL,LLFB,C,RPT1,5.2
SPL,Sphyrna lewini,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-CAN,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,0.3
SMA,Isurus oxyrinchus,4-Sharks (major),2001,2000,CP,BRAZIL,Brazil,BRA-CAN,ATS,unkn,SW,Longline,LL,LLFB,C,RPT1,3.5
OCS,Carcharhinus longimanus,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-CAN,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,4.2
BSH,Prionace glauca,4-Sharks (major),2001,2000,CP,BRAZIL,Brazil,BRA-URY,ATS,unkn,SW,Longline,LL,LLFB,C,RPT1,9.3
SPL,Sphyrna lewini,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-URY,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,4.4
BTH,Alopias superciliosus,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-URY,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,0.1
SMA,Isurus oxyrinchus,4-Sharks (major),2001,2000,CP,BRAZIL,Brazil,BRA-URY,ATS,unkn,SW,Longline,LL,LLFB,C,RPT1,5.9
OCS,Carcharhinus longimanus,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-URY,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,23.9
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-URY,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,0.3
BSH,Prionace glauca,4-Sharks (major),2001,2000,CP,BRAZIL,Brazil,BRA-PAN,ATS,unkn,SW,Longline,LL,LLFB,C,RPT1,7.9
SPL,Sphyrna lewini,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-PAN,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,0.2
SMA,Isurus oxyrinchus,4-Sharks (major),2001,2000,CP,BRAZIL,Brazil,BRA-PAN,ATS,unkn,SW,Longline,LL,LLFB,C,RPT1,2.1
OCS,Carcharhinus longimanus,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-PAN,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,6.1
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-PAN,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,0.3
BSH,Prionace glauca,4-Sharks (major),2001,2000,CP,BRAZIL,Brazil,BRA-HND,ATS,unkn,SW,Longline,LL,LLFB,C,RPT1,15.3
SPL,Sphyrna lewini,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-HND,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,0.4
BTH,Alopias superciliosus,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-HND,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,0.6
SMA,Isurus oxyrinchus,4-Sharks (major),2001,2000,CP,BRAZIL,Brazil,BRA-HND,ATS,unkn,SW,Longline,LL,LLFB,C,RPT1,3.5
OCS,Carcharhinus longimanus,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-HND,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,5.2
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-HND,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,0.5
BSH,Prionace glauca,4-Sharks (major),2001,2000,CP,BRAZIL,Brazil,BRA-ESP,ATS,unkn,SW,Longline,LL,LLFB,C,RPT1,827.8
SPL,Sphyrna lewini,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-ESP,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,95.1
SMA,Isurus oxyrinchus,4-Sharks (major),2001,2000,CP,BRAZIL,Brazil,BRA-ESP,ATS,unkn,SW,Longline,LL,LLFB,C,RPT1,244.1
OCS,Carcharhinus longimanus,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-ESP,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,5.2
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-ESP,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,51.9
BSH,Prionace glauca,4-Sharks (major),2001,2000,CP,BRAZIL,Brazil,BRA-GNQ,ATS,unkn,SW,Longline,LL,LLFB,C,RPT1,0.4
SMA,Isurus oxyrinchus,4-Sharks (major),2001,2000,CP,BRAZIL,Brazil,BRA-GNQ,ATS,unkn,SW,Longline,LL,LLFB,C,RPT1,0.1
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-GNQ,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,31.9
BSH,Prionace glauca,4-Sharks (major),2001,2000,CP,BRAZIL,Brazil,BRA-VCT,ATS,unkn,SW,Longline,LL,LLFB,C,RPT1,513.7
SPL,Sphyrna lewini,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-VCT,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,60.8
BTH,Alopias superciliosus,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-VCT,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,12.2
SMA,Isurus oxyrinchus,4-Sharks (major),2001,2000,CP,BRAZIL,Brazil,BRA-VCT,ATS,unkn,SW,Longline,LL,LLFB,C,RPT1,53.9
OCS,Carcharhinus longimanus,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-VCT,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,31.1
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-VCT,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,106.9
BSH,Prionace glauca,4-Sharks (major),2001,2000,CP,BRAZIL,Brazil,BRA-TAI,ATS,unkn,SW,Longline,LL,LLFB,C,RPT1,32.9
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA-TAI,A+M,unkn,SW,All gears,LL,LLFB,C,RPT1,184.5
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,BRAZIL,Brazil,BRA,A+M,unkn,SW,All gears,PS,PS,C,RPT1,10.1
SHX,Squaliformes,5-Sharks (other),2000,2000,NCO,Non-contracting parties,Seychelles,SYC,A+M,unkn,SE,All gears,LL,LL,L,RPT1,3.483
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,TRINIDAD and TOBAGO,Trinidad and Tobago,TTO,A+M,unkn,WTRO,All gears,LL,LLHB,L,RPT1,47
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,BB,BB,C,RPT1,2.25
BSH,Prionace glauca,4-Sharks (major),2001,2000,CP,SOUTH AFRICA,South Africa,ZAF,ATS,unkn,SE,Other surf.,BB,BB,C,RPT1,1.32
SMA,Isurus oxyrinchus,4-Sharks (major),2001,2000,CP,SOUTH AFRICA,South Africa,ZAF,ATS,unkn,SE,Other surf.,BB,BB,C,RPT1,2.32
SHX,Squaliformes,5-Sharks (other),2001,2000,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,LL,LL,C,RPT1,2.4
BSH,Prionace glauca,4-Sharks (major),2001,2000,CP,SOUTH AFRICA,South Africa,ZAF,ATS,unkn,SE,Longline,LL,LL,C,RPT1,39.47
SMA,Isurus oxyrinchus,4-Sharks (major),2001,2000,CP,SOUTH AFRICA,South Africa,ZAF,ATS,unkn,SE,Longline,LL,LL,C,RPT1,15.6
BSH,Prionace glauca,4-Sharks (major),2001,2000,CP,SOUTH AFRICA,South Africa,ZAF,ATS,unkn,SE,Longline,LL,LL-Shrk,C,RPT1,42.23
SMA,Isurus oxyrinchus,4-Sharks (major),2001,2000,CP,SOUTH AFRICA,South Africa,ZAF,ATS,unkn,SE,Longline,LL,LL-Shrk,C,RPT1,60.92
GAG,Galeorhinus galeus,5-Sharks (other),2001,2000,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,LL,LL,C,RPT1,16.11
THR,Alopias spp,5-Sharks (other),2001,2000,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,LL,LL,C,RPT1,0.63
THR,Alopias spp,5-Sharks (other),2001,2000,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,LL,LL-Shrk,C,RPT1,1.22
SMD,Mustelus mustelus,5-Sharks (other),2001,2000,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,LL,LL,C,RPT1,4.09
SBL,Hexanchus griseus,5-Sharks (other),2001,2000,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,LL,LL,C,RPT1,3.41
BRO,Carcharhinus brachyurus,5-Sharks (other),2001,2000,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,LL,LL,C,RPT1,0.82
BSH,Prionace glauca,4-Sharks (major),2002,2000,CP,SOUTH AFRICA,South Africa,ZAF,ATS,unkn,SE,Longline,LL,LL,C,RPT1,63
SMA,Isurus oxyrinchus,4-Sharks (major),2002,2000,CP,SOUTH AFRICA,South Africa,ZAF,ATS,unkn,SE,Longline,LL,LL,C,RPT1,19
GAG,Galeorhinus galeus,5-Sharks (other),2002,2000,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,LL,LL,C,RPT1,7
SMD,Mustelus mustelus,5-Sharks (other),2002,2000,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,LL,LL,C,RPT1,1
SBL,Hexanchus griseus,5-Sharks (other),2002,2000,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,LL,LL,C,RPT1,1
SMA,Isurus oxyrinchus,4-Sharks (major),1999,1990,CP,CÔTE D'IVOIRE,Côte D'Ivoire,CIV,ATS,unkn,SE,Other surf.,GN,GILL,C,RPT1,9.8
SMA,Isurus oxyrinchus,4-Sharks (major),2000,2000,CP,CÔTE D'IVOIRE,Côte D'Ivoire,CIV,ATS,unkn,SE,Other surf.,GN,GILL,C,RPT1,9
SMA,Isurus oxyrinchus,4-Sharks (major),2001,2000,CP,CÔTE D'IVOIRE,Côte D'Ivoire,CIV,ATS,unkn,SE,Other surf.,GN,GILL,C,RPT1,15.23
SMA,Isurus oxyrinchus,4-Sharks (major),1996,1990,CP,CÔTE D'IVOIRE,Côte D'Ivoire,CIV,ATS,unkn,SE,Other surf.,GN,GILL,C,RPT1,14.9
THR,Alopias spp,5-Sharks (other),2002,2000,CP,EUROPEAN UNION,EU.España,EU.ESP,A+M,BIL95,MEDI,All gears,LL,LLHB,C,RPT1,23
RSK,Carcharhinidae,5-Sharks (other),2002,2000,CP,EUROPEAN UNION,EU.España,EU.ESP,A+M,unkn,NWC,All gears,LL,LLHB,C,RPT1,13.7
RSK,Carcharhinidae,5-Sharks (other),2002,2000,CP,EUROPEAN UNION,EU.España,EU.ESP,A+M,unkn,NE,All gears,LL,LLHB,C,RPT1,79.8
RSK,Carcharhinidae,5-Sharks (other),2002,2000,CP,EUROPEAN UNION,EU.España,EU.ESP,A+M,unkn,SW,All gears,LL,LLHB,C,RPT1,17.2
RSK,Carcharhinidae,5-Sharks (other),2002,2000,CP,EUROPEAN UNION,EU.España,EU.ESP,A+M,unkn,SE,All gears,LL,LLHB,C,RPT1,51.3
ALV,Alopias vulpinus,5-Sharks (other),2002,2000,CP,NAMIBIA,Namibia,NAM,A+M,unkn,SE,All gears,LL,LL,L,RPT1,2.1
SHX,Squaliformes,5-Sharks (other),2002,2000,CP,NAMIBIA,Namibia,NAM,A+M,unkn,SE,All gears,LL,LL,L,RPT1,20.4
